0.697918,-1.06102,0
0.698549,-1.06224,0.0539778
0.700624,-1.06623,0.0979448
0.703612,-1.07197,0.136974
0.706459,-1.07744,0.164831
0.711225,-1.08661,0.201727
0.714945,-1.09376,0.225521
0.721684,-1.10673,0.261864
0.726671,-1.11633,0.284906
0.73446,-1.13133,0.316389
0.743145,-1.14806,0.346815
0.749275,-1.15987,0.366065
0.75929,-1.17918,0.394452
0.769974,-1.1998,0.421433
0.777634,-1.21458,0.439092
0.789883,-1.23824,0.464949
0.79817,-1.25426,0.481038
0.810879,-1.27884,0.503868
0.824485,-1.30517,0.52621
0.834271,-1.32419,0.541171
0.848581,-1.35205,0.561573
0.858474,-1.37133,0.574759
0.873463,-1.40056,0.593479
0.884865,-1.42281,0.606819
0.900494,-1.45334,0.623975
0.916341,-1.48432,0.640188
0.928669,-1.50844,0.652068
0.945734,-1.54187,0.667554
0.963436,-1.57657,0.682564
0.975727,-1.60069,0.692415
0.99369,-1.63597,0.706045
1.00594,-1.66006,0.71486
1.02474,-1.69705,0.727696
1.04356,-1.73412,0.739769
1.05635,-1.75933,0.74757
1.07671,-1.79954,0.759374
1.08982,-1.82544,0.766591
1.10976,-1.86488,0.777047
1.12982,-1.9046,0.786975
1.14288,-1.9305,0.793145
1.16331,-1.97103,0.802354
1.17718,-1.99859,0.808324
1.19913,-2.04224,0.817329
1.2202,-2.0842,0.825499
1.2339,-2.1115,0.830576
1.25519,-2.154,0.838128
1.27679,-2.19717,0.845391
1.29093,-2.22545,0.849939
1.31292,-2.26949,0.85671
1.32836,-2.30045,0.861257
1.34733,-2.34569,0.867432
1.36241,-2.39494,0.873576
1.37528,-2.42487,0.877287
1.39525,-2.47134,0.882804
1.41422,-2.51558,0.887796
1.42549,-2.54891,0.891298
1.43733,-2.59775,0.89609
1.44915,-2.63015,0.899237
1.46673,-2.67823,0.903714
1.48382,-2.72511,0.907868
1.49742,-2.76248,0.911037
1.51498,-2.81086,0.914962
1.52697,-2.84388,0.917533
1.54465,-2.89272,0.921179
1.56283,-2.94302,0.924751
1.5761,-2.97976,0.92725
1.59373,-3.02869,0.930439
1.60593,-3.06259,0.93256
1.62382,-3.11237,0.935548
1.63765,-3.15093,0.937766
1.65563,-3.20112,0.94053
1.6736,-3.25139,0.943168
1.68706,-3.28911,0.945065
1.7052,-3.34001,0.94752
1.71727,-3.37395,0.949091
1.7353,-3.42473,0.95135
1.75321,-3.47525,0.953493
1.76585,-3.51095,0.954947
1.78417,-3.56279,0.956974
1.7961,-3.5966,0.958244
1.81452,-3.64891,0.960133
1.83237,-3.69967,0.96188
1.84465,-3.73465,0.963038
1.86267,-3.78608,0.964673
1.88083,-3.83801,0.966248
1.89307,-3.87306,0.96727
1.91095,-3.92435,0.968707
1.92871,-3.97539,0.970073
1.94083,-4.01026,0.97097
1.95907,-4.06286,0.972271
1.97127,-4.0981,0.973109
1.9893,-4.15025,0.974302
2.00732,-4.20249,0.975442
2.01931,-4.23729,0.976172
2.03359,-4.27884,0.977015
2.05103,-4.34424,0.978257
2.0584,-4.3803,0.978903
2.07348,-4.43202,0.979811
2.08926,-4.48617,0.98072
2.09681,-4.52231,0.981293
2.10252,-4.5775,0.982121
2.11441,-4.63064,0.982897
2.12304,-4.66912,0.983438
2.133,-4.7138,0.984043
2.14203,-4.75935,0.984635
2.1521,-4.81393,0.985312
2.16202,-4.8692,0.985967
2.16761,-4.90641,0.986389
2.1733,-4.96269,0.987
2.17467,-5.00263,0.987415
